date,total_videos,last_90d_count,last_90d_views,last_1y_count,last_1y_views,all_time_views,top_video_title,top_video_channel,top_video_views,top_video_published
2026-02-23,10,2,126146,3,652476,1528603,"40K CURIOUS AFTER SPACE MARINE 2? | LUETIN'S ULTIMATE BEGINNERS GUIDE TO WARHAMMER 40,000",Luetin09,532445,2024-10-07
